board,angle,climb_name,date,logged_grade,displayed_grade,is_benchmark,tries,is_mirror,sessions_count,tries_total,is_repeat,is_ascent,comment
kilter,20,Kiel training 1:4,2025-11-19 23:07:31,6a/V3,6a/V3,False,1,False,2,2,True,True,
kilter,20,Too Small for Kevin,2025-11-19 23:09:53,6a/V3,6a/V3,False,1,False,2,2,True,True,
kilter,30,Too Small for Kevin,2025-11-19 23:16:38,6b+/V4,6b+/V4,False,1,False,2,3,True,True,
kilter,30,dream racer low trainer,2025-11-19 23:21:28,6c/V5,6c/V5,False,1,False,1,1,False,True,
kilter,30,Astroman,2025-11-19 23:27:30,7a/V6,7a/V6,False,1,False,2,2,True,True,
kilter,30,Trappin,2025-11-19 23:35:43,,,False,2,False,1,2,False,False,
kilter,30,Trappin,2025-11-19 23:35:54,7a+/V7,7a+/V7,False,1,False,1,3,False,True,
kilter,40,joes saftpresse,2025-11-30 01:38:45,7b/V8,7b/V8,False,1,False,1,1,False,True,
kilter,40,joes saftpresse,2025-11-30 01:39:09,7b/V8,7b/V8,False,1,False,1,2,True,True,
kilter,40,Nyokodo,2025-11-30 01:43:18,7b/V8,7b/V8,False,1,False,1,1,False,True,
kilter,40,maschendraht,2025-11-30 01:59:22,7a+/V7,7a+/V7,False,1,False,1,1,False,True,
kilter,35,Footloose,2026-02-22 02:40:18,,,False,1,False,1,1,False,False,
kilter,35,Footloose,2026-02-22 02:40:20,,,False,1,False,1,2,False,False,
kilter,35,Footloose,2026-02-22 03:13:24,,,False,1,False,1,3,False,False,
kilter,35,Footloose,2026-02-22 03:13:27,,,False,1,False,1,4,False,False,
kilter,35,Footloose,2026-02-22 03:13:29,,,False,1,False,1,5,False,False,
